Word,TF_Matrix_Avg,DF_Vector,IDF_Vector,TF_IDF_Manual
obama,0.02528735632183908,21,4.6774507582903135,0.11828036400274362
tears,0.004597701149425287,4,6.159055299214529,0.028317495628572546
w,0.009195402298850575,8,5.5712686343124105,0.05123005640747044
communist,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
dictator,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dynasty,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
fatty,0.004597701149425287,4,6.159055299214529,0.028317495628572546
hereditary,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
keeps,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
kim,0.014942528735632184,13,5.129435882033371,0.07664674306486645
korea,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
north,0.006896551724137931,6,5.822583062593316,0.04015574525926425
third,0.008045977011494253,7,5.689051669968793,0.045773978953771895
world,0.01264367816091954,11,5.283586561860629,0.0668039680235252
worst,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
bodyguard,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hezbollah,0.005747126436781609,5,5.976733742420574,0.034349044496669964
identified,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
nasrallah,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
after,0.013793103448275862,12,5.203543854187092,0.07177301867844264
episode,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
feels,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
forever,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
queens,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
scream,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
advisor,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
banned,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
bannon,0.01839080459770115,15,4.995904489408848,0.09187870325349604
color,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
fit,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
scheme,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
shopping,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
steve,0.014942528735632184,13,5.129435882033371,0.07664674306486645
wants,0.005747126436781609,5,5.976733742420574,0.034349044496669964
comes,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
dun,0.0022988505747126436,1,7.075346031088684,0.016265163289859046
dunnnn,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
electors,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
popular,0.011494252873563218,8,5.5712686343124105,0.06403757050933805
together,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
vote,0.009195402298850575,7,5.689051669968793,0.052313118804310735
editor,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
exotic,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
fashion,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
journal,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
managing,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mckesson,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
riley,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
rose,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
behind,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
corruption,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
humanly,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
imminent,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
minimum,0.016091954022988506,13,5.129435882033371,0.0825426463775485
prices,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
prof,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
skyrocketed,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
stuffs,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wage,0.014942528735632184,12,5.203543854187092,0.07775410356831287
criticism,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
enjoy,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
fate,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
gadafi,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
govt,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
involvement,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
libya,0.005747126436781609,3,6.382198850528739,0.03667930373867091
lives,0.006896551724137931,6,5.822583062593316,0.04015574525926425
post,0.006896551724137931,6,5.822583062593316,0.04015574525926425
saved,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
uk,0.008045977011494253,5,5.976733742420574,0.048088662295337946
wishing,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
blackfriday,0.01264367816091954,11,5.283586561860629,0.0668039680235252
everybody,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
happy,0.011494252873563218,10,5.370597938850259,0.06173101079138229
thewalkingdead,0.010344827586206896,9,5.465908118654584,0.05654387708953017
walkers,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
zombies,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
cried,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dragon,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
fantasticbeasts,0.016091954022988506,14,5.060443010546419,0.08143241626166653
fat,0.005747126436781609,3,6.382198850528739,0.03667930373867091
fbnewthttps,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
g,0.004597701149425287,4,6.159055299214529,0.028317495628572546
girl,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
lyjv,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
pearlwhen,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
phoenix,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
snapped,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
biggest,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
door,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
heaven,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hit,0.004597701149425287,4,6.159055299214529,0.028317495628572546
knockin,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mtv,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
sings,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
th,0.006896551724137931,6,5.822583062593316,0.04015574525926425
unplugged,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
better,0.008045977011494253,7,5.689051669968793,0.045773978953771895
toyboy,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
younger,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
brutal,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
created,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
duped,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hate,0.008045977011494253,7,5.689051669968793,0.045773978953771895
manipulated,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
myth,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
putin,0.011494252873563218,9,5.465908118654584,0.06282653009947796
reinforced,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
surprised,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
truth,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
against,0.009195402298850575,7,5.689051669968793,0.052313118804310735
border,0.005747126436781609,4,6.159055299214529,0.035396869535715685
building,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
corby,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
denying,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
entry,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mexican,0.004597701149425287,4,6.159055299214529,0.028317495628572546
muslims,0.004597701149425287,4,6.159055299214529,0.028317495628572546
almost,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
calling,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
emotional,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
experience,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
experienced,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
profound,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
both,0.004597701149425287,3,6.382198850528739,0.02934344299093673
dying,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
exactly,0.006896551724137931,6,5.822583062593316,0.04015574525926425
fuel,0.004597701149425287,3,6.382198850528739,0.02934344299093673
hamas,0.005747126436781609,5,5.976733742420574,0.034349044496669964
idea,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
problem,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
promote,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
their,0.01954022988505747,16,4.935279867592413,0.09643650315985176
war,0.004597701149425287,4,6.159055299214529,0.028317495628572546
along,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
around,0.005747126436781609,5,5.976733742420574,0.034349044496669964
don,0.026436781609195402,23,4.590439381300683,0.12135644341369622
enough,0.004597701149425287,4,6.159055299214529,0.028317495628572546
outdated,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
views,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
won,0.004597701149425287,4,6.159055299214529,0.028317495628572546
worry,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ashley,0.008045977011494253,7,5.689051669968793,0.045773978953771895
graham,0.008045977011494253,7,5.689051669968793,0.045773978953771895
pretty,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
dak,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
sack,0.0022988505747126436,1,7.075346031088684,0.016265163289859046
guessing,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
nba,0.005747126436781609,5,5.976733742420574,0.034349044496669964
pick,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
round,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
st,0.005747126436781609,5,5.976733742420574,0.034349044496669964
suns,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
team,0.009195402298850575,8,5.5712686343124105,0.05123005640747044
waste,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
efficiency,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hurting,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
improving,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
industry,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
pollution,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
rapidly,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
reducing,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
vehicles,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
blunt,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
give,0.006896551724137931,6,5.822583062593316,0.04015574525926425
hey,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
marijuana,0.005747126436781609,5,5.976733742420574,0.034349044496669964
medical,0.005747126436781609,5,5.976733742420574,0.034349044496669964
minutes,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
next,0.011494252873563218,10,5.370597938850259,0.06173101079138229
prepared,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
professor,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
roll,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
teach,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
little,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
maduro,0.010344827586206896,9,5.465908118654584,0.05654387708953017
perhaps,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
venezuela,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
break,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hella,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mf,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
overs,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
pt,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
taking,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
bigot,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
case,0.006896551724137931,6,5.822583062593316,0.04015574525926425
hater,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
immigration,0.005747126436781609,5,5.976733742420574,0.034349044496669964
lie,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
re,0.027586206896551724,23,4.590439381300683,0.12663281051863953
resign,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
infighting,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
sofs,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
crack,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
feel,0.008045977011494253,7,5.689051669968793,0.045773978953771895
invade,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
lil,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
smile,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
watch,0.008045977011494253,7,5.689051669968793,0.045773978953771895
bad,0.009195402298850575,8,5.5712686343124105,0.05123005640747044
bugs,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
free,0.006896551724137931,6,5.822583062593316,0.04015574525926425
know,0.014942528735632184,12,5.203543854187092,0.07775410356831286
kremlintrolls,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mh,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
paid,0.004597701149425287,4,6.159055299214529,0.028317495628572546
piss,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
allowed,0.004597701149425287,4,6.159055299214529,0.028317495628572546
gru,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
headquarters,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
inside,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
intelli,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
military,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
officer,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
russian,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
awesome,0.005747126436781609,5,5.976733742420574,0.034349044496669964
definitely,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
getting,0.004597701149425287,4,6.159055299214529,0.028317495628572546
lol,0.004597701149425287,4,6.159055299214529,0.028317495628572546
model,0.010344827586206896,9,5.465908118654584,0.05654387708953017
saw,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
subs,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
tesla,0.017241379310344827,11,5.283586561860629,0.09109632003207982
x,0.005747126436781609,5,5.976733742420574,0.034349044496669964
avoid,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
cars,0.006896551724137931,6,5.822583062593316,0.04015574525926425
concern,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
hind,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
india,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
jai,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
serious,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
sir,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
solar,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
take,0.014942528735632184,13,5.129435882033371,0.07664674306486645
before,0.006896551724137931,6,5.822583062593316,0.04015574525926425
cool,0.004597701149425287,4,6.159055299214529,0.028317495628572546
kick,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
nah,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
old,0.005747126436781609,5,5.976733742420574,0.034349044496669964
repeal,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
summer,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wait,0.009195402298850575,8,5.5712686343124105,0.05123005640747044
another,0.005747126436781609,5,5.976733742420574,0.034349044496669964
email,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
kilkenny,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ll,0.011494252873563218,10,5.370597938850259,0.06173101079138229
placement,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
tipp,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
uno,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
wen,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wks,0.0022988505747126436,1,7.075346031088684,0.016265163289859046
ask,0.006896551724137931,6,5.822583062593316,0.04015574525926425
bbn,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dropsmic,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
duncan,0.009195402298850575,8,5.5712686343124105,0.05123005640747044
tim,0.009195402298850575,8,5.5712686343124105,0.05123005640747044
ad,0.004597701149425287,4,6.159055299214529,0.028317495628572546
coming,0.004597701149425287,4,6.159055299214529,0.028317495628572546
every,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
jaguar,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
see,0.02528735632183908,21,4.6774507582903135,0.11828036400274361
tl,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
air,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
caused,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
could,0.011494252873563218,10,5.370597938850259,0.06173101079138229
drone,0.006896551724137931,6,5.822583062593316,0.04015574525926425
flying,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
force,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
strikes,0.006896551724137931,6,5.822583062593316,0.04015574525926425
true,0.005747126436781609,5,5.976733742420574,0.034349044496669964
above,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ahead,0.004597701149425287,4,6.159055299214529,0.028317495628572546
days,0.008045977011494253,7,5.689051669968793,0.045773978953771895
florida,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hazy,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
law,0.004597701149425287,3,6.382198850528739,0.02934344299093673
bearakeet,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
burtle,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dm,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
draggle,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
gone,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
hatchimal,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
penguala,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
sale,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
calls,0.005747126436781609,5,5.976733742420574,0.034349044496669964
jong,0.008045977011494253,7,5.689051669968793,0.045773978953771895
loser,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
potus,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
terrifying,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
til,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
un,0.010344827586206896,9,5.465908118654584,0.05654387708953017
unsporting,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
want,0.011494252873563218,10,5.370597938850259,0.06173101079138229
approved,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
enormous,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
gov,0.004597701149425287,4,6.159055299214529,0.028317495628572546
nodakotaaccess,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
oil,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
quietly,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
diva,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
excited,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
more,0.03333333333333333,29,4.367295829986475,0.14557652766621582
reveal,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
roman,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
tami,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
which,0.006896551724137931,6,5.822583062593316,0.04015574525926425
again,0.008045977011494253,7,5.689051669968793,0.045773978953771895
josh,0.0022988505747126436,1,7.075346031088684,0.016265163289859046
list,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
mouth,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
norman,0.0022988505747126436,1,7.075346031088684,0.016265163289859046
punch,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hello,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
melania,0.009195402298850575,8,5.5712686343124105,0.05123005640747044
quote,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
year,0.009195402298850575,8,5.5712686343124105,0.05123005640747044
antoine,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
walker,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
churches,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
conservatives,0.010344827586206896,9,5.465908118654584,0.05654387708953017
recreate,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
chairhttps,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dccc,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ds,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
elections,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
house,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
including,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
letter,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
lujan,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
rd,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
sends,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
spbdr,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
vdt,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
down,0.005747126436781609,5,5.976733742420574,0.034349044496669964
gauntlet,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
med,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
plan,0.005747126436781609,5,5.976733742420574,0.034349044496669964
privatize,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
schumer,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
something,0.005747126436781609,5,5.976733742420574,0.034349044496669964
throw,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
voucherize,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
care,0.005747126436781609,5,5.976733742420574,0.034349044496669964
sexuality,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
though,0.005747126436781609,5,5.976733742420574,0.034349044496669964
fantasies,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hollywood,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
killer,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
rebel,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
revolt,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
robots,0.010344827586206896,8,5.5712686343124105,0.057633813458404244
wieners,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
working,0.005747126436781609,5,5.976733742420574,0.034349044496669964
boom,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
businesses,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
continue,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
puts,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
win,0.013793103448275862,10,5.370597938850259,0.07407721294965874
anti,0.009195402298850575,8,5.5712686343124105,0.05123005640747044
deeply,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ellison,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
intifadas,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
keith,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mini,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
positioned,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
radical,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
riots,0.004597701149425287,4,6.159055299214529,0.028317495628572546
semitic,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
themselves,0.004597701149425287,4,6.159055299214529,0.028317495628572546
angflo,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
arquettegene,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
bowieleonard,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
burnsdavid,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
cohenalexis,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
etc,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
grimmieprincechynabig,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
henderson,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
pete,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
rip,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wilderchristina,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
cardio,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
doyoueven,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
headed,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
looking,0.005747126436781609,5,5.976733742420574,0.034349044496669964
saint,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
shut,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
aipac,0.0022988505747126436,1,7.075346031088684,0.016265163289859046
control,0.01264367816091954,11,5.283586561860629,0.0668039680235252
cynthia,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
lobby,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mckinney,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
total,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
dayafterthanksgiving,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
hope,0.010344827586206896,8,5.5712686343124105,0.057633813458404244
itsfriday,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wonderful,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
figure,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mocked,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
public,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
sayin,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
spouse,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
write,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
breaking,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
fault,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
fox,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wtf,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
automated,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
forex,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
fully,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
off,0.006896551724137931,6,5.822583062593316,0.04015574525926425
signa,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
systems,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
trade,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
trading,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
brutality,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
immune,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
israeli,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
jerusalem,0.008045977011494253,7,5.689051669968793,0.045773978953771895
justice,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
palestinian,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
david,0.011494252873563218,10,5.370597938850259,0.06173101079138229
nvm,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
reason,0.004597701149425287,4,6.159055299214529,0.028317495628572546
ross,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
someone,0.004597701149425287,4,6.159055299214529,0.028317495628572546
sure,0.009195402298850575,8,5.5712686343124105,0.05123005640747044
verlander,0.008045977011494253,7,5.689051669968793,0.045773978953771895
blessings,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
shabbat,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
shalom,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
gallery,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mac,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
throat,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
